Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Effective Dynamic Replica Maintenance Algorithm for the Grid Environment,Advances in Grid and Pervasive Computing,,,,10.1007/11745693_34,Rashedur M. RahmanKen BarkerReda Alhajj,2006,https://link.springer.com/chapter/10.1007/11745693_34,Conference paper
Optimizing Locationing of Multiple Masters for Master-Worker Grid Applications,Applied Parallel Computing. State of the Art in Scientific Computing,,,,10.1007/11558958_126,Cyril Banino,2006,https://link.springer.com/chapter/10.1007/11558958_126,Conference paper
The architecture of distributed systems driven by autonomic patterns,Software Engineering Techniques: Design for Quality,,,,10.1007/978-0-387-39388-9_5,Marcin WolskiCezary MazurekPaweł SpychałaAleksander Sumowski,2006,https://link.springer.com/chapter/10.1007/978-0-387-39388-9_5,Conference paper
File Caching in Data Intensive Scientific Applications on Data-Grids,Data Management in Grids,,,,10.1007/11611950_8,Ekow OtooDoron RotemAlexandru RomosanSridhar Seshadri,2006,https://link.springer.com/chapter/10.1007/11611950_8,Conference paper
Towards Dynamic Information Integration,Data Management in Grids,,,,10.1007/11611950_3,Jürgen Göres,2006,https://link.springer.com/chapter/10.1007/11611950_3,Conference paper
Parallel Programming Models for Irregular Algorithms,Parallel Algorithms and Cluster Computing,,,,10.1007/3-540-33541-2_1,Gudula Rünger,2006,https://link.springer.com/chapter/10.1007/3-540-33541-2_1,Conference paper
A Survey of Clustering Data Mining Techniques,Grouping Multidimensional Data,,,,10.1007/3-540-28349-8_2,P. Berkhin,2006,https://link.springer.com/chapter/10.1007/3-540-28349-8_2,Chapter
Combining Data Replication Algorithms and Job Scheduling Heuristics in the Data Grid,Euro-Par 2005 Parallel Processing,,,,10.1007/11549468_45,Ming TangBu-Sung LeeXueyan TangChai-Kiat Yeo,2005,https://link.springer.com/chapter/10.1007/11549468_45,Conference paper
Replica Placement in Data Grid: A Multi-objective Approach,Grid and Cooperative Computing - GCC 2005,,,,10.1007/11590354_82,Rashedur M. RahmanKen BarkerReda Alhajj,2005,https://link.springer.com/chapter/10.1007/11590354_82,Conference paper
An Efficient Replicated Data Management Approach for Peer-to-Peer Systems,Computational Science – ICCS 2005,,,,10.1007/11428862_62,J. H. Abawajy,2005,https://link.springer.com/chapter/10.1007/11428862_62,Conference paper
An ED-based Protocol for Optimal Sampling of Biodiversity,Biodiversity & Conservation,,,,10.1007/s10531-004-0224-z,Joaquín HortalJorge M. Lobo,2005,https://link.springer.com/article/10.1007/s10531-004-0224-z,Article
Simultaneous Scheduling of Replication and Computation for Bioinformatic Applications on the Grid,Biological and Medical Data Analysis,,,,10.1007/11573067_27,Frédéric DesprezAntoine VernoisChristophe Blanchet,2005,https://link.springer.com/chapter/10.1007/11573067_27,Conference paper
Evolving Toward the Perfect Schedule: Co-scheduling Job Assignments and Data Replication in Wide-Area Systems Using a Genetic Algorithm,Job Scheduling Strategies for Parallel Processing,,,,10.1007/11605300_9,Thomas PhanKavitha RanganathanRadu Sion,2005,https://link.springer.com/chapter/10.1007/11605300_9,Conference paper
VL-E: Approaches to Design a Grid-Based Virtual Laboratory,Distributed and Parallel Systems,,,,10.1007/0-387-23096-3_3,Vladimir KorkhovAdam BelloumL. O. Hertzberger,2005,https://link.springer.com/chapter/10.1007/0-387-23096-3_3,Chapter
Storage Capacity Allocation Algorithms for Hierarchical Content Distribution,"Network Control and Engineering for QoS, Security and Mobility, III",,,,10.1007/0-387-23198-6_14,Nikolaos LaoutarisVassilios ZissimopoulosIoannis Stavrakakis,2005,https://link.springer.com/chapter/10.1007/0-387-23198-6_14,Conference paper
Parallel and Grid-Based Data Mining,Data Mining and Knowledge Discovery Handbook,,,,10.1007/0-387-25465-X_48,Antonio CongiustaDomenico TaliaPaolo Trunfio,2005,https://link.springer.com/chapter/10.1007/0-387-25465-X_48,Chapter
A Deadline and Budget Constrained Scheduling Algorithm for eScience Applications on Data Grids,Distributed and Parallel Computing,,,,10.1007/11564621_7,Srikumar VenugopalRajkumar Buyya,2005,https://link.springer.com/chapter/10.1007/11564621_7,Conference paper
Rough Set Based Computation Times Estimation on Knowledge Grid,Advances in Grid Computing - EGC 2005,,,,10.1007/11508380_57,Kun GaoYouquan JiMeiqun LiuJiaxun Chen,2005,https://link.springer.com/chapter/10.1007/11508380_57,Conference paper
Parallelism in Bioinformatics Workflows,High Performance Computing for Computational Science - VECPAR 2004,,,,10.1007/11403937_44,Luiz A. V. C. MeyerShaila C. RösslePaulo M. BischMarta Mattoso,2005,https://link.springer.com/chapter/10.1007/11403937_44,Conference paper
Relating Requirements and Architectures: A Study of Data-Grids,Journal of Grid Computing,,,,10.1007/s10723-004-6745-6,Anthony FinkelsteinClare GryceJoe Lewis-Bowen,2004,https://link.springer.com/article/10.1007/s10723-004-6745-6,Article
Parallel Algorithm Design for Branch and Bound,Tutorials on Emerging Methodologies and Applications in Operations Research,,,,10.1007/0-387-22827-6_5,David A. BaderWilliam E. HartCynthia A. Phillips,2005,https://link.springer.com/chapter/10.1007/0-387-22827-6_5,Chapter
Color Quantization of Digital Images,Advances in Multimedia Information Processing - PCM 2005,,,,10.1007/11582267_57,Xin ZhangZuman SongYunli WangHui Wang,2005,https://link.springer.com/chapter/10.1007/11582267_57,Conference paper
Approximating Anatomical Brain Connectivity with Diffusion Tensor MRI Using Kernel-Based Diffusion Simulations,Information Processing in Medical Imaging,,,,10.1007/11505730_6,Jun ZhangNing KangStephen E. Rose,2005,https://link.springer.com/chapter/10.1007/11505730_6,Conference paper
Facility-Location Models,"Location, Transport and Land-Use",,,,10.1007/3-540-26851-0_2,,2005,https://link.springer.com/chapter/10.1007/3-540-26851-0_2,Chapter
SUDEPHIC: Self-Tuning Density-Based Partitioning and Hierarchical Clustering,Database Systems for Advanced Applications,,,,10.1007/978-3-540-24571-1_51,Ding ZhouZunping ChengChen WangHaofeng ZhouWei WangBaile Shi,2004,https://link.springer.com/chapter/10.1007/978-3-540-24571-1_51,Conference paper
Integrating Formal Verification with Murφ of Distributed Cache Coherence Protocols in FAME Multiprocessor System Design,Formal Techniques for Networked and Distributed Systems – FORTE 2004,,,,10.1007/978-3-540-30232-2_16,Ghassan Chehaibar,2004,https://link.springer.com/chapter/10.1007/978-3-540-30232-2_16,Conference paper
Heuristic-Based Scheduling to Maximize Throughput of Data-Intensive Grid Applications,Distributed Computing - IWDC 2004,,,,10.1007/978-3-540-30536-1_8,Souvik RayZhao Zhang,2004,https://link.springer.com/chapter/10.1007/978-3-540-30536-1_8,Conference paper
Computation Scheduling and Data Replication Algorithms for Data Grids,Grid Resource Management,,,,10.1007/978-1-4615-0509-9_22,Kavitha RanganathanIan Foster,2004,https://link.springer.com/chapter/10.1007/978-1-4615-0509-9_22,Chapter
GEMA: An Object Replacement Algorithm for Cooperative Web Proxy Systems,Multimedia Tools and Applications,,,,10.1023/B:MTAP.0000026843.40259.28,Ligang DongBharadwaj Veeravalli,2004,https://link.springer.com/article/10.1023/B:MTAP.0000026843.40259.28,Article
A survey of life sciences applications on the grid,New Generation Computing,,,,10.1007/BF03040950,Arun Krishnan,2004,https://link.springer.com/article/10.1007/BF03040950,Article
"GRIDS, Databases, and Information Systems Engineering Research",Advances in Database Technology - EDBT 2004,,,,10.1007/978-3-540-24741-8_2,Keith G. Jeffery,2004,https://link.springer.com/chapter/10.1007/978-3-540-24741-8_2,Conference paper
Database Research Issues in a WWW and GRIDs World,SOFSEM 2004: Theory and Practice of Computer Science,,,,10.1007/978-3-540-24618-3_2,Keith G. Jeffery,2004,https://link.springer.com/chapter/10.1007/978-3-540-24618-3_2,Conference paper
Multicast Algorithms Using Status of Receivers in WDM Broadcast Network for CDN,Information Networking. Networking Technologies for Broadband and Mobile Networks,,,,10.1007/978-3-540-25978-7_58,Kyohong JinJongWook JangWon-Joo Hwang,2004,https://link.springer.com/chapter/10.1007/978-3-540-25978-7_58,Conference paper
Gray Box Based Data Access Time Estimation for Tertiary Storage in Grid Environment,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-540-24669-5_24,Darin NikolowRenata SłotaJacek Kitowski,2004,https://link.springer.com/chapter/10.1007/978-3-540-24669-5_24,Conference paper
Cache-Based Parallelization of Multiple Sequence Alignment Problem,Euro-Par 2004 Parallel Processing,,,,10.1007/978-3-540-27866-5_135,Gilles ParmentierDenis TrystramJaroslaw Zola,2004,https://link.springer.com/chapter/10.1007/978-3-540-27866-5_135,Conference paper
References,Web Caching and its Applications,,,,10.1007/1-4020-8050-6_21,,2004,https://link.springer.com/chapter/10.1007/1-4020-8050-6_21,Chapter
A Grid Framework for Approximate Aggregate Query Answering on Summarized Sensor Network Readings,On the Move to Meaningful Internet Systems 2004: OTM 2004 Workshops,,,,10.1007/978-3-540-30470-8_32,Alfredo CuzzocreaFilippo FurfaroGiuseppe M. MazzeoDomenico Saccà,2004,https://link.springer.com/chapter/10.1007/978-3-540-30470-8_32,Conference paper
A Grid Representation for Distributed Virtual Environments,Grid Computing,,,,10.1007/978-3-540-24689-3_23,P. MorilloM. FernándezN. Pelechano,2004,https://link.springer.com/chapter/10.1007/978-3-540-24689-3_23,Conference paper
Multidimensional Static Block Data Decomposition for Heterogeneous Clusters,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-540-24669-5_117,Alexey KalinovSergey Klimov,2004,https://link.springer.com/chapter/10.1007/978-3-540-24669-5_117,Conference paper
A Distributed Media Service System Based on Globus Data-Management Technologies,Grid and Cooperative Computing,,,,10.1007/978-3-540-24679-4_18,Xiang YuShoubao YangYu Hong,2004,https://link.springer.com/chapter/10.1007/978-3-540-24679-4_18,Conference paper
Application-Oriented Scheduling in the Knowledge Grid: A Model and Architecture,Computational Science and Its Applications – ICCSA 2004,,,,10.1007/978-3-540-24709-8_7,Andrea PuglieseDomenico Talia,2004,https://link.springer.com/chapter/10.1007/978-3-540-24709-8_7,Conference paper
"Object Management Process, Issues and Application Examples",Object Management in Distributed Database Systems for Stationary and Mobile Computing Environments,,,,10.1007/978-1-4419-9176-8_2,Wujuan LinBharadwaj Veeravalli,2003,https://link.springer.com/chapter/10.1007/978-1-4419-9176-8_2,Chapter
"Scooped, Again",Peer-to-Peer Systems II,,,,10.1007/978-3-540-45172-3_12,Jonathan LedlieJeff ShneidmanMargo SeltzerJohn Huth,2003,https://link.springer.com/chapter/10.1007/978-3-540-45172-3_12,Conference paper
E,StarBriefs Plus,,,,10.1007/978-0-306-48603-6_5,André Heck,2004,https://link.springer.com/chapter/10.1007/978-0-306-48603-6_5,Chapter
Interface Technology,Networking Infrastructure for Pervasive Computing,,,,10.1007/978-1-4615-1143-4_5,Debashis SahaAmitava MukherjeeSomprakash Bandyopadhyay,2003,https://link.springer.com/chapter/10.1007/978-1-4615-1143-4_5,Chapter
Efficient Synchronization of Replicated Data in Distributed Systems,Computational Science — ICCS 2003,,,,10.1007/3-540-44860-8_28,Thorsten SchüttFlorian SchintkeAlexander Reinefeld,2003,https://link.springer.com/chapter/10.1007/3-540-44860-8_28,Conference paper
Abstraction as the Key for Invariant Verification,Verification: Theory and Practice,,,,10.1007/978-3-540-39910-0_4,Saddek BensalemSusanne GrafYassine Lakhnech,2003,https://link.springer.com/chapter/10.1007/978-3-540-39910-0_4,Chapter
Scheduling High Performance Data Mining Tasks on a Data Grid Environment,Euro-Par 2002 Parallel Processing,,,,10.1007/3-540-45706-2_49,S. OrlandoP. PalmeriniR. PeregoF. Silvestri,2002,https://link.springer.com/chapter/10.1007/3-540-45706-2_49,Conference paper
Abstractions and Reductions in Model Checking,Proof and System-Reliability,,,,10.1007/978-94-010-0413-8_9,Orna Grumberg,2002,https://link.springer.com/chapter/10.1007/978-94-010-0413-8_9,Chapter
Identifying Dynamic Replication Strategies for a High-Performance Data Grid,Grid Computing — GRID 2001,,,,10.1007/3-540-45644-9_8,Kavitha RanganathanIan Foster,2001,https://link.springer.com/chapter/10.1007/3-540-45644-9_8,Conference paper
The Emerging Grid,Computational Aerosciences in the 21st Century,,,,10.1007/978-94-010-0948-5_3,Ian FosterCarl Kesselman,2000,https://link.springer.com/chapter/10.1007/978-94-010-0948-5_3,Conference paper
Symbolic Model Checking,Verification of Digital and Hybrid Systems,,,,10.1007/978-3-642-59615-5_6,Kenneth L. McMillan,2000,https://link.springer.com/chapter/10.1007/978-3-642-59615-5_6,Chapter
Prospects for CFD on Petaflops Systems,Parallel Solution of Partial Differential Equations,,,,10.1007/978-1-4612-1176-1_11,David E. KeyesDinesh K. KaushikBarry F. Smith,2000,https://link.springer.com/chapter/10.1007/978-1-4612-1176-1_11,Conference paper
Fuzzy Logic,Intelligent Data Analysis,,,,10.1007/978-3-662-03969-4_8,Michael Berthold,1999,https://link.springer.com/chapter/10.1007/978-3-662-03969-4_8,Chapter
Distributed &amp; cooperative applications in PVM,Recent Advances in Parallel Virtual Machine and Message Passing Interface,,,,10.1007/3-540-63697-8_73,Claudia Di NapoliMaurizio GiordanoMario Mango Furnari,1997,https://link.springer.com/chapter/10.1007/3-540-63697-8_73,Conference paper
Parallelizing for a good node performance,High-Performance Computing and Networking,,,,10.1007/3-540-61142-8_593,Emilio Hernández,1996,https://link.springer.com/chapter/10.1007/3-540-61142-8_593,Conference paper
Scheduling to reduce memory coherence overhead on coarse-grain multiprocessors,Job Scheduling Strategies for Parallel Processing,,,,10.1007/3-540-60153-8_23,Christopher ConnellyCaria Schlatter Ellis,1995,https://link.springer.com/chapter/10.1007/3-540-60153-8_23,Conference paper
"Verifying distributed directory-based cache coherence protocols: S3.mp, a case study",EURO-PAR '95 Parallel Processing,,,,10.1007/BFb0020472,Fong PongAndreas NowatzykGunes AybayMichel Dubois,1995,https://link.springer.com/chapter/10.1007/BFb0020472,Conference paper
Reservoir Characterization with Seismic Data Using Pattern Recognition and Spatial Statistics,Geostatistics Tróia ’92,,,,10.1007/978-94-011-1739-5_41,Suresh G. Thadani,1993,https://link.springer.com/chapter/10.1007/978-94-011-1739-5_41,Chapter
Parabolic Equations,Estimation Techniques for Distributed Parameter Systems,,,,10.1007/978-1-4612-3700-6_5,H. T. BanksK. Kunisch,1989,https://link.springer.com/chapter/10.1007/978-1-4612-3700-6_5,Chapter
